Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genre,ltable_Score,ltable_Release Date,ltable_Rating,ltable_Directed By,ltable_Written By,ltable_Studio,rtable_Title,rtable_Genre,rtable_Score,rtable_Release Date,rtable_Rating,rtable_Directed By,rtable_Written By,rtable_Studio,label
68604,68604,A_0830,B_1102,Married with Children,Comedy,81,1900-1-1,TV-PG,,Ron Leavitt,Embassy Television,,,0,1900-1-1,NOT RATED,,,,0
139045,139045,A_2172,B_1102,Son of Zorn,Fantasy,67,1900-1-1,TV-PG,,Reed Agnew,Agnew Jorne,,,0,1900-1-1,NOT RATED,,,,0
85544,85544,A_1117,B_1559,The Following,Drama,75,1900-1-1,TV-14,,Kevin Williamson,Bonanza Productions,The Turning,Drama,85,1900-1-1,NOT RATED,Tony Ayres,Andrew Upton,Madman Entertainment,0
111465,111465,A_1642,B_1102,Home Improvement,Comedy,72,1900-1-1,TV-G,,Carmen Finestra,Wind Dancer Productions,,,0,1900-1-1,NOT RATED,,,,0
116891,116891,A_1765,B_1981,30 Days of Night,Thriller,66,2007-10-19,R,David Slade,Steve Niles,Columbia Pictures,Tales of the Night,Sci-Fi,79,2012-09-26,NOT RATED,Michel Ocelot,Michel Ocelot,GKIDS,0
190946,190946,A_3219,B_0924,The Affair,Drama,80,1900-1-1,TV-MA,,Hagai Levi,,The Neighbor,Horror,67,1900-1-1,NOT RATED,Marcus Dunstan,Marcus Dunstan,,0
5077,5077,A_0059,B_1038,The Office,Comedy,88,1900-1-1,TV-PG,,Greg Daniels,Reveille Productions,The Steps,Drama,33,1900-1-1,NOT RATED,Andrew Currie,Robyn Harding,,0
142880,142880,A_2248,B_0149,Battle of Britain,Drama,70,1969-10-24,G,Guy Hamilton,James Kennaway,Spitfire Productions,Battle of the Sexes,Drama,85,2017-09-29,PG-13,Jonathan Dayton,Simon Beaufoy,Fox Searchlight Pictures,0
49383,49383,A_0565,B_1494,Pitch Perfect,Comedy,72,2012-10-05,PG-13,Jason Moore,Kay Cannon,Brownstone Productions (II),Pitch Perfect 2,Comedy,65,2015-05-15,PG-13,Elizabeth Banks,Mickey Rapkin,Universal Pictures,0
46027,46027,A_0528,B_1559,The Wire,Drama,93,1900-1-1,TV-MA,,David Simon,Blown Deadline Productions,The Turning,Drama,85,1900-1-1,NOT RATED,Tony Ayres,Andrew Upton,Madman Entertainment,0
21379,21379,A_0236,B_0034,The Star,Comedy,58,2017-11-17,PG,Timothy Reckart,Carlos Kotkin,Affirm Films,The Star,Comedy,45,2017-11-17,PG,Timothy Reckart,Simon Moore,,1
35140,35140,A_0348,B_0239,Atomic Blonde,Thriller,67,2017-07-28,R,David Leitch,Kurt Johnstad,87Eleven,Atomic Blonde,Drama,77,2017-07-28,R,David Leitch,Kurt Johnstad,Focus Features,1
77852,77852,A_1005,B_1303,Hotel Transylvania 2,Comedy,67,2015-09-25,PG,Genndy Tartakovsky,Robert Smigel,Columbia Pictures,Hotel Transylvania 2,Animation,55,2015-09-25,PG,Genndy Tartakovsky,Robert Smigel,Sony Pictures,1
150649,150649,A_2411,B_1358,Queen of the Damned,Fantasy,53,2002-02-22,R,Michael Rymer,Anne Rice,Warner Bros.,Queen of Earth,Drama,92,2015-08-26,NOT RATED,Alex Ross Perry,Alex Ross Perry,,0
39565,39565,A_0408,B_1102,Siren,Fantasy,0,1900-1-1,TV-PG,,Emily Whitesell,,,,0,1900-1-1,NOT RATED,,,,0
6134,6134,A_0068,B_0009,Downsizing,Comedy,57,2017-12-22,R,Alexander Payne,Alexander Payne,Paramount Pictures,Downsizing,Drama,51,2017-12-22,R,Alexander Payne,Alexander Payne,,1
27091,27091,A_0291,B_1529,The Last Man on Earth,Comedy,74,1900-1-1,TV-14,,Will Forte,"Si Fi Company, The",The Last Impresario,Documentary,93,1900-1-1,NOT RATED,Gracie Otto,Gracie Otto,FilmBuff,0
43387,43387,A_0500,B_2819,The Loud House,Comedy,77,1900-1-1,TV-Y7,,Chris Savino,Chris Savino Productions,The Sound Of Music Live!,Musical,44,1900-1-1,NOT RATED,,,,0
134169,134169,A_2108,B_0580,I Spit on Your Grave,Thriller,57,1978-11-22,R,Meir Zarchi,Meir Zarchi,Cinemagic Pictures,I Am Not Your Negro,Documentary,98,2017-02-03,PG-13,Raoul Peck,James Baldwin,Magnolia Pictures,0
108915,108915,A_1580,B_1863,Penguins of Madagascar,Comedy,67,2014-11-26,PG,Eric Darnell,Michael Colton,DreamWorks Animation,Island Of Lemurs: Madagascar,Animation,81,2014-04-04,G,David Douglas,Drew Fellman,Warner Bros. Pictures,0
60246,60246,A_0735,B_0608,The Book of Life,Comedy,73,2014-10-17,PG,Jorge R. Guti�rrez,Jorge R. Guti�rrez,Reel FX Creative Studios,The Book Of Love,Drama,8,2017-01-13,PG-13,Bill Purple,Robbie Pickering,,0
37080,37080,A_0367,B_0128,Blade Runner,Thriller,82,1982-06-25,R,Ridley Scott,Hampton Fancher,"Ladd Company, The",Blade Runner 2049,Drama,87,2017-10-06,R,Denis Villeneuve,Michael Green,Warner Bros. Pictures,0
157543,157543,A_2565,B_0021,Kickboxer: Retaliation,Drama,50,2018-02-01,R,Dimitri Logothetis,Dimitri Logothetis,Our House Films,Kickboxer: Retaliation,Drama,91,2018-01-26,R,Dimitri Logothetis,Dimitri Logothetis,Well Go USA Entertainment,1
105291,105291,A_1533,B_2592,PAW Patrol,Adventure,68,1900-1-1,TV-Y,,Keith Chapman,Spin Master Studios,The Patrol,Drama,64,1900-1-1,NOT RATED,Tom Petch,Tom Petch,Kasbah-Film Tanger,0
17215,17215,A_0164,B_0180,Bright,Fantasy,64,2017-12-22,TV-MA,David Ayer,Max Landis,Clubhouse Pictures (II),Bright,Drama,27,2017-12-22,NOT RATED,David Ayer,Max Landis,Netflix,1
178795,178795,A_2995,B_1102,Skins,Drama,82,1900-1-1,TV-MA,,Jamie Brittain,Company Pictures,,,0,1900-1-1,NOT RATED,,,,0
89821,89821,A_1210,B_0935,The Huntsman: Winter's War,Drama,61,2016-04-22,PG-13,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Universal Pictures,The Huntsman: Winter's War,Drama,17,2016-04-22,PG-13,Cedric Nicolas-Troyan,Craig Mazin,Universal Pictures,1
75633,75633,A_0950,B_0030,The Mist,Drama,54,1900-1-1,TV-14,,Christian Torpe,,The Outsider,Drama,22,1900-1-1,NOT RATED,Martin Zandvliet,Andrew Baldwin,,0
82440,82440,A_1084,B_0871,The King of Queens,Comedy,74,1900-1-1,TV-PG,,David Litt,Columbia TriStar Television,The Siege of Jadotville,Drama,60,1900-1-1,NOT RATED,Richie Smyth,Kevin Brodbin,Netflix,0
38994,38994,A_0400,B_1102,Titans,Fantasy,0,1900-1-1,NOT RATED,,Greg Berlanti,Berlanti Productions,,,0,1900-1-1,NOT RATED,,,,0
185141,185141,A_3140,B_1686,The Lazarus Effect,Sci-Fi,52,2015-02-27,PG-13,David Gelb,Luke Dawson,Blumhouse Productions,The Lazarus Effect,Horror,15,2015-02-27,PG-13,David Gelb,Luke Dawson,Relativity Media,1
180837,180837,A_3031,B_1923,Horrible Bosses,Comedy,69,2011-07-08,R,Seth Gordon,Michael Markowitz,New Line Cinema,Horrible Bosses 2,Comedy,34,2014-11-26,R,Sean Anders,Jonathan Goldstein,Warner Bros. Pictures,0
144892,144892,A_2287,B_0832,The Wonder Years,Comedy,83,1900-1-1,TV-PG,,Carol Black,New World Television,The 24 Hour War,Documentary,100,1900-1-1,NOT RATED,Adam Carolla,,,0
157535,157535,A_2558,B_2352,Aftermath,Drama,57,2017-04-07,R,Elliott Lester,Javier Gullón,Emmett/Furla/Oasis Films (EFO Films),Aftermath,Thriller,47,2014-07-18,R,Peter Engert,Christian McDonald,,1
63323,63323,A_0776,B_0088,The Fosters,Drama,79,1900-1-1,TV-14,,Bradley Bredeweg,Blazing Elm Entertainment,The Ritual,Film-Noir,71,1900-1-1,NOT RATED,David Bruckner,Adam Nevill,,0
12318,12318,A_0117,B_1102,13 Reasons Why,Drama,83,1900-1-1,TV-MA,,Brian Yorkey,July Moon Productions,,,0,1900-1-1,NOT RATED,,,,0
28314,28314,A_0300,B_0110,The Square,Comedy,74,2017-08-25,R,Ruben �stlund,Ruben �stlund,Plattform Produktion,The Square,Drama,84,2017-10-27,R,Ruben Ãâstlund,Ruben Ãâstlund,Magnolia Pictures,1
95665,95665,A_1332,B_0824,Hell or High Water,Drama,76,2016-08-26,R,David Mackenzie,Taylor Sheridan,Sidney Kimmel Entertainment,Hell or High Water,Drama,97,2016-08-12,R,David Mackenzie,Taylor Sheridan,Film 44,1
146655,146655,A_2321,B_0924,The Bridge,Drama,76,1900-1-1,TV-MA,,Elwood Reid,FX Productions,The Neighbor,Horror,67,1900-1-1,NOT RATED,Marcus Dunstan,Marcus Dunstan,,0
169835,169835,A_2836,B_1102,CHiPs,Drama,64,1900-1-1,TV-PG,,Rick Rosner,MGM Television,,,0,1900-1-1,NOT RATED,,,,0
17338,17338,A_0167,B_1559,The Walking Dead,Thriller,84,1900-1-1,TV-MA,,Frank Darabont,American Movie Classics (AMC),The Turning,Drama,85,1900-1-1,NOT RATED,Tony Ayres,Andrew Upton,Madman Entertainment,0
82072,82072,A_1078,B_1535,The Batman,Drama,0,1900-1-1,NOT RATED,Matt Reeves,Ben Affleck,Atlas Entertainment,The Editor,Horror,55,1900-1-1,NOT RATED,Adam Brooks,,,0
162433,162433,A_2712,B_2607,Naya Legend of the Golden Dolphin,Adventure,0,2019,NOT RATED,Jonathon Kay,Katie Ford,Magic Factory Productions,The Legend of Hercules,Sci-Fi,3,2014-01-10,PG-13,Renny Harlin,Sean Hood,Lionsgate Films,0
22336,22336,A_0244,B_1451,Call Me by Your Name,Drama,80,2018-01-19,R,Luca Guadagnino,James Ivory,Frenesy Film Company,Call Me Lucky,Documentary,85,2015-08-07,NOT RATED,Bobcat Goldthwait,Bobcat Goldthwait,MPI Media Group,0
57551,57551,A_0670,B_0330,The Legend of Tarzan,Drama,63,2016-07-01,PG-13,David Yates,Adam Cozad,Village Roadshow Pictures,The Legend Of 420,Documentary,100,2017-10-06,NOT RATED,Peter Spirer,Peter Spirer,,0
120461,120461,A_1829,B_1456,Dragon Ball Z: Doragon bôru zetto,Adventure,87,1900-1-1,TV-PG,,,Toei Animation,Dragon Ball Z: Resurrection 'F',Action,81,2015-08-04,NOT RATED,Tadayoshi Yamamuro,Akira Toriyama,FUNimation Films,0
75906,75906,A_0964,B_2864,Insidious: Chapter 3,Thriller,61,2015-06-05,PG-13,Leigh Whannell,Leigh Whannell,Gramercy Pictures (I),Insidious: Chapter 2,Thriller,39,2013-09-13,PG-13,James Wan,Leigh Whannell,FilmDistrict,0
65465,65465,A_0802,B_0399,Snatched,Comedy,44,2017-05-12,R,Jonathan Levine,Katie Dippold,Chernin Entertainment,Snatched,Adventure,36,2017-05-12,R,Jonathan Levine,Katie Dippold,20th Century Fox,1
99460,99460,A_1377,B_0096,A Futile and Stupid Gesture,Comedy,69,2018-01-26,TV-MA,David Wain,Michael Colton,Principato-Young Entertainment,A Futile and Stupid Gesture,Comedy,61,1900-1-1,NOT RATED,David Wain,Michael Colton,,1
164598,164598,A_2733,B_1102,Big Hero 6: The Series,Adventure,75,1900-1-1,TV-Y7,,,Disney Television Animation,,,0,1900-1-1,NOT RATED,,,,0
134177,134177,A_2112,B_2881,The Return of the Living Dead,Comedy,73,1985-08-16,R,Dan O'Bannon,Rudy Ricci,Hemdale,Birth Of The Living Dead,Documentary,96,2013-11-06,NOT RATED,Rob Kuhns,Rob Kuhns,First Run Features,0
150962,150962,A_2417,B_1559,The Returned,Fantasy,71,1900-1-1,TV-14,,Carlton Cuse,A&E,The Turning,Drama,85,1900-1-1,NOT RATED,Tony Ayres,Andrew Upton,Madman Entertainment,0
45030,45030,A_0518,B_1102,The Looming Tower,Drama,76,1900-1-1,TV-MA,,Dan Futterman,Legendary Television,,,0,1900-1-1,NOT RATED,,,,0
134166,134166,A_2104,B_1418,The Final Girls,Comedy,66,2015-11-05,PG-13,Todd Strauss-Schulson,M.A. Fortin,Groundswell Productions,The Final Girls,Horror,70,2015-10-09,PG-13,Todd Strauss-Schulson,Joshua John Miller,Stage 6 Films,1
144901,144901,A_2287,B_0925,The Wonder Years,Comedy,83,1900-1-1,TV-PG,,Carol Black,New World Television,The White Helmets,Documentary,100,1900-1-1,NOT RATED,Orlando Von Einsiedel,,,0
158030,158030,A_2579,B_1102,The Secret Life of the American Teenager,Comedy,51,1900-1-1,TV-14,,Brenda Hampton,Brendavision,,,0,1900-1-1,NOT RATED,,,,0
150826,150826,A_2414,B_2607,Legend of Cambria,Fantasy,80,1900-1-1,NOT RATED,,,Pull The Trigger Productions,The Legend of Hercules,Sci-Fi,3,2014-01-10,PG-13,Renny Harlin,Sean Hood,Lionsgate Films,0
0406,B_1147,Star Wars: Episode IV - A New Hope,Fantasy,86,1977-05-25,PG,George Lucas,George Lucas,Lucasfilm,Star Wars: Episode VII - The Force Awakens,Sci-Fi,93,2015-12-18,PG-13,J.J. Abrams,J.J. Abrams,Walt Disney Pictures,0
696,696,A_0984,B_1267,Cabin Fever,Horror,37,2016-05-13,R,Travis Zariwny,Randy Pearlstein,Contend,Cabin Fever,Horror,0,2016-02-12,R,Travis Zariwny,Randy Pearlstein,,1
1399,1399,A_2112,B_0522,The Return of the Living Dead,Comedy,73,1985-08-16,R,Dan O'Bannon,Rudy Ricci,Hemdale,xXx: Return of Xander Cage,Drama,45,2017-01-20,PG-13,D.J. Caruso,,Paramount Pictures,0
975,975,A_1465,B_1421,Life of Pi,Fantasy,79,2012-11-21,PG,Ang Lee,Yann Martel,Fox 2000 Pictures,Winning: The Racing Life Of Paul Newman,Documentary,90,2015-05-08,NOT RATED,Nate Adams,Adam Carolla,FilmBuff,0
857,857,A_1255,B_2700,Day of the Dead: Bloodline,Horror,34,2018-01-05,R,Hèctor Hernández Vicens,Mark Tonderai,Nu Boyana Film Studios,Day of the Flowers,Drama,58,1900-1-1,NOT RATED,John Roberts,Eirene Houston,,0
1120,1120,A_1697,B_2267,Transformers: Dark of the Moon,Sci-Fi,63,2011-06-29,PG-13,Michael Bay,Ehren Kruger,Paramount Pictures,Transformers: Age of Extinction,Sci-Fi,18,2014-06-27,PG-13,Michael Bay,Ehren Kruger,Paramount Pictures,0
1847,1847,A_2880,B_2693,Prince of Persia: The Sands of Time,Fantasy,66,2010-05-28,PG-13,Mike Newell,Boaz Yakin,Walt Disney Pictures,A Brief History of Time (1992),Documentary,94,1992-01-01,G,Errol Morris,Stephen Hawking,,0
1536,1536,A_2390,B_2107,Planet of the Apes,Sci-Fi,57,2001-07-27,PG-13,Tim Burton,Pierre Boulle,Twentieth Century Fox,Dawn Of The Planet Of The Apes,Drama,90,2014-07-11,PG-13,Matt Reeves,Rick Jaffa,20th Century Fox,0
1695,1695,A_2667,B_1421,The Tree of Life,Fantasy,68,2011-05-17,PG-13,Terrence Malick,Terrence Malick,Cottonwood Pictures,Winning: The Racing Life Of Paul Newman,Documentary,90,2015-05-08,NOT RATED,Nate Adams,Adam Carolla,FilmBuff,0
541,541,A_0740,B_1456,Dragon Ball Z,Adventure,87,1900-1-1,TV-PG,,,Ocean Group,Dragon Ball Z: Resurrection 'F',Action,81,2015-08-04,NOT RATED,Tadayoshi Yamamuro,Akira Toriyama,FUNimation Films,0
1529,1529,A_2382,B_0767,American Honey,Drama,70,2016-10-14,R,Andrea Arnold,Andrea Arnold,Parts and Labor,American Honey,Drama,79,2016-09-30,R,Andrea Arnold,Andrea Arnold,Parts and Labor,1
1595,1595,A_2491,B_0870,Constantine: City of Demons,Fantasy,0,1900-1-1,NOT RATED,,,DC Entertainment,City Of Gold,Documentary,91,2016-03-11,R,Laura Gabbert,Laura Gabbert,Sundance Selects,0
1816,1816,A_2812,B_1483,Me and Earl and the Dying Girl,Comedy,78,2015-07-01,PG-13,Alfonso Gomez-Rejon,Jesse Andrews,Indian Paintbrush,Me and Earl and the Dying Girl,Drama,82,2015-06-12,PG-13,Alfonso Gomez-Rejon,Jesse Andrews,Fox Searchlight,1
1689,1689,A_2662,B_2369,Perfume: The Story of a Murderer,Fantasy,75,2007-01-05,R,Tom Tykwer,Andrew Birkin,Constantin Film,Toy Story of Terror!,Animation,93,2013-10-16,NOT RATED,Angus MacLane,Andrew Stanton,,0
ilms,Mr. Dynamite: The Rise of James Brown,Documentary;Musical,100,1900-1-1,NOT RATED,Alex Gibney,,,0
1929,1929,A_2950,B_1907,Legend of the Guardians: The Owls of Ga'Hoole,Action;Adventure;Animation,70,2010-09-24,PG,Zack Snyder,Emil Stern;John Orloff,Animal Logic;Village Roadshow Pictures;Warner Bros.,TinkerBell and the Legend of the NeverBeast,Action;Adventure;Animation;Family,74,1900-1-1,G,Steve Loter,Kate Kondell;Mark McCorkle;Robert Schooley;Steve Loter;Tom Rogers,DisneyToon Studios,0
1483,1483,A_2248,B_1888,Battle of Britain,Action;Documentary;Drama,70,1969-10-24,G,Guy Hamilton,James Kennaway;Wilfred Greatorex,Spitfire Productions,The Hobbit: The Battle of the Five Armies,Action;Adventure;Fantasy;Sci-Fi,59,2014-12-17,R,Peter Jackson,Fran Walsh;Guillermo del Toro;Philippa Boyens,Warner Bros.,0
1694,1694,A_2667,B_0776,The Tree of Life,Drama;Fantasy,68,2011-05-17,PG-13,Terrence Malick,Terrence Malick,Brace Cove Productions;Cottonwood Pictures;River Road Entertainment,The Secret Life of Pets,Animation;Comedy,75,2016-07-08,PG,Chris Renaud;Yarrow Cheney,Brian Lynch;Cinco Paul;Ken Daurio,Universal Pictures,0
781,781,A_1134,B_0101,Now You See Me 2,Action;Adventure;Comedy,65,2016-06-10,PG-13,Jon M. Chu,Ed Solomon;Ed Solomon,K/O Paper Products;Summit Entertainment;TIK Film,All I See Is You,Drama,28,2017-10-27,R,Marc Forster,Marc Forster;Sean Conway,Open Road Films,0
148,148,A_0274,B_0870,Troy: Fall of a City,Action;Documentary,29,1900-1-1,TV-MA,,,British Broadcasting Corporation (BBC),City Of Gold,Documentary,91,2016-03-11,R,Laura Gabbert,Laura Gabbert,Sundance Selects,0
313,313,A_0471,B_1901,The Secret Life of Pets,Adventure;Animation;Comedy,65,2016-07-08,PG,Chris Renaud;Yarrow Cheney,Cinco Paul;Ken Daurio,Dentsu;Illumination Entertainment;Universal Pictures,Life of Riley,Drama,81,2014-10-24,NOT RATED,Alain Resnais,Alain Resnais;Alan Ayckbourn;Alex RÃ©val;Caroline Sihol;Jean-Marie Besset;Laurent Herbiet,Kino Lorber Films,0
1092,1092,A_1628,B_2635,Life of the Party,Comedy,0,2018-05-11,PG-13,Ben Falcone,Ben Falcone;Melissa McCarthy,New Line Cinema;On the Day;Warner Bros.,The Secret Life Of Walter Mitty,Action;Adventure;Comedy;Drama,51,2013-12-25,PG,Ben Stiller,Steven Conrad,20th Century Fox,0
1526,1526,A_2369,B_1931,Robin Hood: Prince of Thieves,Action;Adventure;Drama,69,1991-06-14,PG-13,Kevin Reynolds,Pen Densham;Pen Densham,Morgan Creek Entertainment Group;Warner Bros.,The Last Of Robin Hood,Drama,30,2014-08-29,R,Richard Glatzer;Wash Westmoreland,Richard Glatzer;Wash Westmoreland,IDP/Samuel goldwyn Films,0
1847,1847,A_2880,B_2693,Prince of Persia: The Sands of Time,Action;Adventure;Fantasy,66,2010-05-28,PG-13,Mike Newell,Boaz Yakin;Doug Miro,Jerry Bruckheimer Films;Walt Disney Pictures,A Brief History of Time (1992),Documentary,94,1992-01-01,G,Errol Morris,Stephen Hawking,,0
185,185,A_0289,B_0291,Spartacus: War of the Damned,Action;Adventure;Documentary,86,1900-1-1,TV-MA,,Steven S. DeKnight,Starz!;Tapert / Donen / Raimi,God of War,Action;Adventure;Drama;Film-Noir,78,2017-06-02,NOT RATED,Gordon Chan,Frankie Tam;Maria Wong;Wu Mengzhang;Xiong Zhaozheng,Well Go USA Entertainment,0
1034,1034,A_1580,B_1891,Penguins of Madagascar,Adventure;Animation;Comedy,67,2014-11-26,PG,Eric Darnell;Simon J. Smith,John Aboud;Michael Colton,DreamWorks Animation;Pacific Data Images (PDI),Penguins Of Madagascar,Animation,73,2014-11-26,PG,Eric Darnell;J.P. Simon;Simon J. Smith,Alan Schoolcraft;Brandon Sawyer;Brent Simons;John Aboud;Michael Colton,DreamWorks Animation,1
